Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-12-20 18:03:15.217 +0700,"Failure",0:02:14,1,0,0,"20181220_180315.217/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
