Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-02-26 18:20:10.098 +0700,"Failure",0:02:11,1,0,0,"20190226_182010.098/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
